adultetc                      : 0x08C19793
L5667                         : 0x08C8AE2A
L5668                         : 0x08C8AE70
L5669                         : 0x08C8AEC8
L5670                         : 0x08C8AF1E
L5671                         : 0x08C8B037
L5672                         : 0x08C8B0C1
L5673                         : 0x08C8B110
L5674                         : 0x08C8B14D
L5675                         : 0x08C8B1C7
L5676                         : 0x08C8B207
L5677                         : 0x08C8B244
L5678                         : 0x08C8B290
L5679                         : 0x08C8B317
L5680                         : 0x08C8B365
L5681                         : 0x08C8B3AC
L5682                         : 0x08C8B43A
L5683                         : 0x08C8B482
L5684                         : 0x08C8B4FE
L5685                         : 0x08C8B55F
L5686                         : 0x08C8B5B6
L5687                         : 0x08C8B612
L5688                         : 0x08C8B65A
L5689                         : 0x08C8B690
L5690                         : 0x08C8B6E2
L5691                         : 0x08C8B720
L5692                         : 0x08C8B7CD
L5693                         : 0x08C8B7FC
L5694                         : 0x08C8B880
L5695                         : 0x08C8B8CA
L5696                         : 0x08C8B90B
L5697                         : 0x08C8B9F0
L5698                         : 0x08C8BA61
L5699                         : 0x08C8BABA
L5700                         : 0x08C8BAFA
L5701                         : 0x08C8BB41
L5702                         : 0x08C8BB77
L5703                         : 0x08C8BBBA
L5704                         : 0x08C8BC0B
L5705                         : 0x08C8BC6F
L5706                         : 0x08C8BDB2
L5707                         : 0x08C8BE0D
L5708                         : 0x08C8BE70
L5709                         : 0x08C8BEC5
L5710                         : 0x08C8BEFB
L5711                         : 0x08C8BF33
L5712                         : 0x08C8BFB2
L5713                         : 0x08C8C023
L5714                         : 0x08C8C08B
L5715                         : 0x08C8C0FF
L5716                         : 0x08C8C199
L5717                         : 0x08C8C220
L5718                         : 0x08C8C28B
L5719                         : 0x08C8C2E7
L5720                         : 0x08C8C342
L5721                         : 0x08C8C447
L5722                         : 0x08C8C4C7
L5723                         : 0x08C8C50A
L5724                         : 0x08C8C55F
L5725                         : 0x08C8C5BD
L5726                         : 0x08C8C69C
L5727                         : 0x08C8C6FD
L5728                         : 0x08C8C75E
L5729                         : 0x08C8C79A
L5730                         : 0x08C8C7AB
L5731                         : 0x08C8C877
L5732                         : 0x08C8C88A
L5733                         : 0x08C8C8B9
L5734                         : 0x08C8C8FD
L5735                         : 0x08C8C941
L5736                         : 0x08C8C9D4
L5737                         : 0x08C8CAC5
L5738                         : 0x08C8CB1F
L5739                         : 0x08C8CC2C
L5740                         : 0x08C8CC72
L5741                         : 0x08C8CD05
L5742                         : 0x08C8CD8B
L5743                         : 0x08C8CE3A
L5744                         : 0x08C8CF04
L5745                         : 0x08C8CF95
L5746                         : 0x08C8CFD8
L5747                         : 0x08C8D052
L5748                         : 0x08C8D083
L5749                         : 0x08C8D0E0
L5750                         : 0x08C8D14B
L5751                         : 0x08C8D18F
L5752                         : 0x08C8D27B
L5753                         : 0x08C8D2D9
L5754                         : 0x08C8D33D
L5755                         : 0x08C8D3A8
L5756                         : 0x08C8D47D
L5757                         : 0x08C8D4EE
L5758                         : 0x08C8D52D
L5759                         : 0x08C8D56F
L5760                         : 0x08C8D5B4
L5761                         : 0x08C8D5F4
L5762                         : 0x08C8D638
L5763                         : 0x08C8D678
L5764                         : 0x08C8D6BB
L5765                         : 0x08C8D715
L5766                         : 0x08C8D792
L5767                         : 0x08C8D805
L5768                         : 0x08C8DA8A
L5769                         : 0x08C8DB5E
L5770                         : 0x08C8DBE2
L5771                         : 0x08C8DC4E
L5772                         : 0x08C8DCF4
L5773                         : 0x08C8DDFB
L5774                         : 0x08C8DED0
L5775                         : 0x08C8E039
L5776                         : 0x08C8E122
L5777                         : 0x08C8E1DA
L5778                         : 0x08C8E288
L5779                         : 0x08C8E342
L5780                         : 0x08C8E3FF
L5781                         : 0x08C8E4BC
L5782                         : 0x08C8E52D
L5783                         : 0x08C8E5E2
L5784                         : 0x08C8E642
L5785                         : 0x08C8E6CD
L5786                         : 0x08C8E75E
L5787                         : 0x08C8E895
L5788                         : 0x08C8E8F4
L5789                         : 0x08C8E98A
L5790                         : 0x08C8E992
L5791                         : 0x08C8EA54
L5792                         : 0x08C8EAC0
L5793                         : 0x08C8EB11
L5794                         : 0x08C8EC04
L5795                         : 0x08C8EE2C
L5796                         : 0x08C8EEC8
L5797                         : 0x08C8EFB3
L5798                         : 0x08C8F01D
L5799                         : 0x08C8F11E
L5800                         : 0x08C8F21B
L5801                         : 0x08C8F2A9
L5802                         : 0x08C8F2B3
L5803                         : 0x08C8F448
L5804                         : 0x08C8F4FE
L5805                         : 0x08C8F694
L5806                         : 0x08C8F7A0
L5807                         : 0x08C8F872
